spelling	defined_meaning_id
serment du Jeu de paume	691927
Révolution française	691948
boite de conserve	452618
palestinien	404433
Palestinien	404436
syrien	404426
Syrien	404429
dialecte vénitien	496758
Vénitien	512579
bola	680837
alphabet bengali	677863
bengali	677863
arma	666872
suisse	383353
Vistule	453874
Vistule	453877
monarchie absolue	692115
absolutisme	692115
obscurité	356711
AJAX	462751
immensurable	692166
incommensurable	692166
incommensurable	692191
texte de licence standard	691892
Conseil des ministres de la Communauté Européenne	1029
chemin de fer	3099
alphabet latin	633303
alphabet romain	633303
prouesse	345396
exploit	345396
Varennes-en-Argonne	692714
Varennes	692714
vendémiaire	692779
brumaire	692795
frimaire	692812
nivôse	692869
pluviôse	692913
ventôse	692966
germinal	692983
floréal	693000
prairial	693142
messidor	693156
thermidor	693169
fructidor	693183
déclarer coupable	422713
Bastille	693487
Versailles	693506
probité	693528
manier	482248
manipuler	482248
tripoter	482248
fruits de mer	686256
fruits de mer	1351122
équivoquer	397757
rester évasif	397757
éluder	397757
musical	414995
musical	710125
performance musicale	414995
poupée	683096
en plus	359470
en plus	430819
additionnel	430819
supplémentaire	430819
tabouret	428644
escabeau	428644
escabelle	428644
placet	428644
banquette	428644
brouillasse	7522
brumaille	7522
noble	154799
noble	903518
nerd	391951
neurde	391951
actualité	154792
actualité	843669
informations	154792
se passer	341850
se produire	341850
venir à l'esprit	475112
traverser l'esprit	475112
passer par la tête	475112
fête nationale	693680
germanique occidental	343604
partie musicale	345232
part	447430
part	702493
règles	343457
menstruation	343457
période menstruelle	343457
maîtriser	7796
maitriser	7796
poulailler	156191
volailler	156191
homme politique	693759
politicienne	693767
femme politique	693767
jour de forte chaleur	693719
jour de canicule	693719
jour tropical	693719
écriture oriya	641905
chhattisgarhi	6828
chhattisgarhi	584938
chhattisgarhi parlé	584956
chhattisgarhi écrit	584944
chhattisgarhi écrit en devanâgarî	584950
menstrues	343457
ménorrhée	343457
époques	343457
affaires	343457
affaires	1364894
minijupe	693872
jupette	693872
plante du pied	693994
fraîcheur d'ombre	694189
fraicheur d'ombre	694189
pulsion	693414
antérieur	471102
majoritairement	451312
prédominamment	451312
prédominamment	455561
prépondéramment	455561
conscient	441581
délibéré	441581
délibéré	444266
fait exprès	441581
voulu	441581
prémédité	545057
calculé	545057
inéluctable	441531
immanquable	441531
fatal	441531
ombragé	694493
ombreux	694493
ombreusement	694530
archidiocèse	485139
noirceur	356711
chamacoco	694393
luneux	401836
diamètre	696016
diamètre	696105
courbe	696130
leucodystrophie	696145
quadrangulaire	696046
cintre	416390
hydrosoluble	696560
soluble	696571
confort	696970
destruction	696979
destruction	1055326
élastique	696985
élastique	1076793
chouchou	696985
chouchou	696996
insoluble	697115
non hydrosoluble	697105
île flottante	698000
œufs à la neige	698000
ile flottante	698000
crème anglaise	698014
tome	698060
bêtise de Cambrai	698127
lunette	456430
casque	1072947
clair-obscur	385239
clair-obscur	691748
coupable	692374
coupable	1022244
commanditaire	692406
jonction	867624
contempler	8499
contempler	695501
délimitation	530234
débile	1347578
démolir	333618
destin	695947
destin	1053155
destin	1389766
défaut	1265686
apétale	698419
souple	698764
souple	698784
souple	698787
docile	698764
flexible	698784
flexible	698787
Castelsarrasin	699669
Castelsarrazin	699669
national	468297
national	468307
prédisposition	392007
prédisposition	693308
condamné	422708
condamné	461230
probabilité	685368
réal	699443
réal brésilien	699443
cosmologique	700328
cosmologiste	700334
cosmologue	700334
La dernière licorne	463466
appartement loué	700355
barbichu	700365
répartition	698543
duché	698996
duc	699010
éphémère	749411
éphémère	749421
héritier	699113
héritier	1234589
hérétique	699134
fidèle	699835
fidèle	1047268
fidèle	1176245
fabuleux	155790
fabuleux	699851
figuratif	699907
en rangs serrés	699942
dense	699950
agité	916678
gendre	454149
cavité	702255
cavité	1400500
cavité	1400510
nécessiter	699197
rectangulaire	698611
rénovation	350670
sacrum	659524
représenter	157102
représenter	157104
représenter	698395
représenter	698407
promouvoir	489463
promouvoir	489468
promouvoir	489471
promouvoir	759662
vif	336030
fermement	700246
reconstituer	699262
manque	700270
manque	1038627
désirer	699467
trouvaille	700218
complément	406450
cuivré	700809
cuivré	1022684
noirâtre	700839
blondâtre	700852
blondasse	700852
bemba	394506
chibemba	394506
ichibemba	394506
cristal	701484
verre de cristal	701685
cristallin	701678
cristallin	701696
cristallin	701730
cristallin	1545521
louer	362921
louer	1423173
louer	1423176
louer	1423179
ancien français	701798
moyen français	701815
compendium	461833
blanchâtre	702630
prêchi-prêcha	702639
anticonstitutionnellement	702646
inconstitutionnellement	702646
tard le soir	702662
prétentieux	389600
grossier	701665
freiner	418778
pendu	506075
pendu	702196
empreinte	5435
empreinte	702220
graver	493227
graver	702262
intersection	702684
intersection	1331658
indicatif	512130
en fait	753866
en fait	1413812
englober	7839
crépi	1409046
inscription	3163
ambulant	6515
ambulant	703396
lasciveté	1027498
tonsure	703055
zone chauve	703055
cathode	703648
ésotérique	703767
sustenter	493297
manuel d'utilisation	464310
notice	464310
notice d'utilisation	464310
ethnographie	703952
télécharger	701770
apatride	704034
heimatlos	704034
matinée	5840
matinée	704082
fièvre aphteuse	704090
liaison	703756
liaison	761852
mortier	703845
mortier	1454028
mortier	1454137
râtelier	1046909
marqué	704128
mûr	704158
exploiter	702305
exploiter	968188
souterrain	703175
sérénité	478085
marquer un but	158075
couche	157762
couche	487631
aboutir à	702227
semi-circulaire	702048
transporté de joie	699745
se concentrer	702540
signe	1160435
maîtrise	705144
élan	718134
moisissure	704380
souligner	1367314
avertissement	1487474
se fier	702517
auréole	697336
section	702493
gemme	441479
gemme	441499
servile	702076
mauresque	704341
détacher	704601
détacher	853143
s'articuler	702524
s'élever au-dessus	703219
vivisection	704765
uléma	704773
ouléma	704773
se réveiller trop tard	704802
faire la grasse matinée	704820
faire une cure de sommeil	704794
avoir une panne d'oreiller	704802
rater	704811
rater	1337987
à moitié endormi	422008
trainer au lit	704820
traîner au lit	704820
désavouer	341655
renier	341655
abjurer	341655
sud-coréen	705566
nord-coréen	705572
hominidé	706200
métamorphose	707097
métamorphose	707102
métamorphose	707105
homograde	707115
tibia	707193
tibia	1398936
se retenir	706976
se retenir	513099
se contenir	706976
se contraindre	706976
se réprimer	706976
se contrôler	706976
oblique	1193130
d'aujourd'hui	704965
ondulé	1336098
décoration	756816
oeuvrer	705033
désormais	682224
gymnase	705685
suspendu	705758
périphérique	1111190
périphérique	1220169
perpendiculaire	705826
pitié	503503
plaquer	897723
plénipotentiaire	706407
puissant	345510
poseur	706539
vénérer	706713
rate	706908
photocopie	703381
langue standard	468987
langue standardisée	468987
langue normalisée	468987
langue normée	468987
dialecte standard	468987
dialecte standardisé	468987
tuberculose	492868
imiter	373756
copier	373756
Sucre	457726
compression de données	748950
chimpanzé	708046
vivement	707267
tortuosité	705063
témoigner	445924
symbole	706752
étendard	1421081
jouir de	706702
cours	707473
cours	1296072
cours	1316052
tablette	705167
tablette	1124862
tablette	1283411
en tout cas	705149
en tout cas	1427513
visibilité	981161
vertu	706802
routier	1116379
pèlerin	414984
tripartition	705855
voûte	386446
coutume	451503
coutume	707480
avantage	436263
avantage	1540723
tache de naissance	708846
grain de beauté	7464
naevus mélanocytaire	7464
lentigo	7464
angiome plan	708846
tache de vin	708846
naevus flammeus	708846
campanule gantelée	709037
campanule à feuilles d'ortie	709037
Perséides	709078
larmes de saint Laurent	709078
château fort	8265
framboise	501374
à manches courtes	709367
au plus tard	709379
abstrait	716988
natte de plage	709872
natte	447700
natte	709872
limette	422609
presse-citron	710414
bracelet	710484
se déshabiller	710500
se dévêtir	710500
se dénuder	710500
se mettre nu	710500
se mettre à poil	710500
pièce d'échecs	159079
délimiter	709251
croisé	709206
pinacle	706384
fileuse	703819
fort endommagé	709239
détérioration	443260
naïf	154829
green	710559
candide	154829
candide	1162919
peu cavalier	710998
à l'insu de	711015
bretzel	711114
tremblement de terre	1019
athlétisme	711492
hockey sur glace	711928
glande	711962
magnétosphère	682688
passeport	349972
mise-bas	5896
lésion	712822
gâter	713179
gâter	713190
gâter	1013628
chouchouter	713190
chouchouter	1013628
dorloter	713190
dorloter	1013628
mignoter	713190
choyer	713190
choyer	1013628
câliner	7588
câliner	713190
masque mortuaire	713358
kinétoscope	713548
kinétographe	713570
zygomatique	713592
os zygomatique	713658
zygoma	713658
os malaire	713658
vétiver	713687
vétyver	713687
pinède	713703
pineraie	713703
pinière	713703
rétif	713718
rétif	713730
désobéissant	713730
pinada	713703
cirrhose	713751
pin parasol	713766
pin pignon	713766
à feuilles persistantes	713800
viatique	713813
reps	713821
cirrhose du foie	713751
à feuillage persistant	713800
gourdin	713958
en vain	714063
vainement	714063
inutilement	714063
wolof	714103
ordalie	714191
ordalie	1130000
Herculanum	714278
tortue luth	714289
caréné	714333
carène	714337
archelon	714345
poïkilotherme	714363
à sang froid	714363
hétérotherme	714363
osque	714377
Osques	714412
s'abstenir	513099
détermination	441687
détermination	637192
sauvage	8269
sauvage	8274
sauvage	8277
sauvage	8279
sauvage	886778
primitif	8269
mante	714653
cape de femme	714653
bergère	714661
pastoure	714661
Capri	714702
francophile	714721
francophile	1274305
campagnol des champs	714769
zircon	714806
silicate de zirconium	714806
retour	384470
rentrée	384470
rentrée	972832
XVIIe siècle	715085
vipère de Fea	715203
sphincter	715861
XVIIIe siècle	715888
ocytocine	716344
immigration	716381
sudoku	715964
rugby	716545
oreille absolue	716670
entorse	716992
entorse	717031
foulure	716992
foulure	717031
contusion	717009
ecchymose	509506
ecchymose	717009
bourse	8065
bourse	716416
insipide	717133
lutte	717225
toux	717465
maladie de Parkinson	717561
boxe	717685
boxeur	675428
borréliose	717725
acupuncture	718187
aimant	718226
paradigme	672006
paradigme	718583
rente	455630
cure-dent	720517
glaucome	721024
raquette	1478056
disposer de	445501
watusi	721798
Islamabad	722323
hémorragie	722550
carte de réduction	723005
jus de sureau	723194
tire-clou	723205
cornique	567742
cornique	1127325
cornique	1127329
foyer d'enfants	723395
paternel	723414
maternel	723421
borgne	723503
fiel	723561
système gastro-intestinal	723677
système gastro-intestinal	1033886
Danube	723948
pluie d’automne	724036
table en verre	723986
kourgane	723499
kurgan	723499
connaisseur de vin	441458
connaisseur de vins	441458
alcool déshydrogénase	470377
ADH	470377
appareil génito-urinaire	465918
appareil uro-génital	465918
système uro-génital	465918
système urogénital	465918
paganisme	724298
mameluk	724304
mamelouk	724304
joueur	695724
joueur	724283
joueur	1456036
poste	724380
gingembre	724470
lapine	724526
papal	724558
bourgeoisie	724650
éhonté	724553
fête de la bière	725882
vésicule biliaire	727119
quai	1092278
évangéliser	1135738
cholécyste	727119
annoncer	7883
annoncer	759662
annoncer	1024716
pitaya	729211
pitahaya	729211
fruit du dragon	729211
effusion de sang	357026
effusion	357026
golfe Persique	728509
badge	342118
Solanales	358528
est parlé en	725316
pulsation du cœur	6801
accentuation	417937
traduisible	731625
intraduisible	731638
embolie	731745
single	371846
avoir des haut-le-coeur	716113
avoir des nausées	716113
point unique	371852
choisir un	371855
battre un simple	371860
couronne danoise	337578
couronne danoise	732512
abattement	732829
éloigner	497332
germanique septentrional	343611
super	468149
langage politiquement correct	474458
cône	685282
cône	849323
cône	1242610
pomme de pin	705943
solliciter	8488
souffrir	479346
endurer	466840
puer	158334
empester	158334
cocotter	158334
schlinguer	158334
camoufler	733554
smaragdin	733911
smaragdin	1079301
ravisseur	733953
dégoûtant	734011
dégoûtant	1066544
gobelet	346749
fini	160845
terminé	160845
tolérance	443832
franc congolais	734583
aborigène	479555
aborigène	753905
destinataire	734752
destinataire	754145
abréger	341682
abréger	341689
abréger	522067
abréger	734836
a une frontière commune avec	726586
pessimisme	735174
blanchir	424928
fil d'araignée	533478
faire griller	6729
toaster	6729
aller chercher	405566
tronc	344683
combiner	678420
combiner	982997
capitaux propres	474870
varve	420808
exécuteur des hautes-œuvres	377057
bande	476192
banda	679302
en chocolat	684470
langue des signes chilienne	697526
Classe de la base de données communautaire	725301
est écrit en	728048
langue des signes russe	729445
chamari	693903
hiri motu	721460
jiiddu	733408
langue des signes islandaise	722998
langue des signes japonaise	735039
SensDéfini	401988
SynTrad	401995
tessiture	735699
vernir	472297
vernisser	472297
caresser	686269
harcèlement	460084
adrénoleucodystrophie	457635
accorder	464719
joyeux	466172
appliqué	673305
armure	454297
treillis	498141
ébourrifé	8270
désordonné	8270
cerne annuel	735974
recoquillé	474122
artiodactyle	464285
autoimmunité	465682
auto-immunité	465682
autoriser	160927
autoriser	431335
roupie népalaise	735465
boulangerie	736184
société de participation	450018
hérisson	736222
contrôle du trafic aérien	476713
levure chimique	736251
contrôle aérien	476713
porc-épic	736379
irradier	736668
hyène	736876
oisillon	8117
bonus	483294
coque	458004
coque	1076317
coque	1392122
rigadeau	458004
bucarde	458004
sourdon	458004
hénon	458004
maillot	458004
cunéiforme	716678
Burgenland	643518
Basse-Autriche	643503
Haute-Autriche	643495
Salzbourg	643490
Styrie	643483
Tyrol	643479
Vorarlberg	643473
Gourie	653349
Iméréthie	653393
Kakheti	653429
Kvemo Kartli	653480
Bas-Kartli	653480
Mtskheta-Mtianeti	653486
Racha-Lechkhumi et Kvemo Svaneti	653474
Shida Kartli	653492
le long de la rivière	726890
aveugler	737348
incroyant	737442
équinoxe de mars	480401
équinoxe de septembre	480397
Serbe	382192
élucider	470857
serval	737813
en suspens	738227
Ophir	738804
mer Égée	738290
ablation	738968
en flammes	739022
resplendissant	739029
anomalie	665151
anomalie	739142
canal d’Otrante	739224
immobiliser en faisant grève	739404
côte à côte	739642
brusque	6349
brusque	539491
s'enfuir	414377
Golfe de Rīga	740840
pissenlit	740921
localiser	405385
localiser	405392
traînée de vapeur	742110
homographe	742184
s'écoule dans	726650
s'écoule dans	726670
syndrome de Down	742641
hypoplasie	742703
syndrome d'Asperger	742727
escudo cap-verdien	742476
hiérophante	743159
prix Nobel	743283
menu	470664
menu	470669
péninsule	683922
encéphalite	744032
énorme	468130
énorme	518521
énorme	972181
Roumain	741772
Petrograd	6605
Leningrad	6606
se refroidir	694048
se rafraîchir	694048
se rafraichir	694048
se réchauffer	542801
s'échauffer	542801
fraîchir	694048
fraichir	694048
kikamba	394756
kamba	394756
yanyuwa	7750
azéri du nord	545693
langue des signes argentine	657093
langue des signes zambienne	744557
langue des signes arménienne	657115
langue des signes belge	687018
langue des signes bolivienne	687011
langue des signes brésilienne	687025
langue des signes bulgare	686587
langue des signes balinaise	686630
langue des signes algérienne	668172
langue des signes australienne	668134
langue des signes autrichienne	668178
langue des signes allemande	716077
langue des signes britannique	533604
langue des signes hollandaise	705319
langue des signes française	713101
LSF	713101
langue des signes thaïlandaise	709898
langue des signes catalane	697463
langue des signes norvégienne	718330
langue des signes en haoussa	721670
langue des signes maltaise	742632
langue des signes irlandaise	718303
langue des signes indonésienne	718317
langue des signes hongroise	721655
langue des signes hondurienne	720582
langue des signes guatémaltèque	716088
langue des signes grecque	716103
langue des signes ghanéenne	716070
langue des signes finnoise	713094
langue des signes finno-suédoise	713108
langue des signes éthiopienne	708726
langue des signes égyptienne	708427
langue des signes dominicaine	701396
langue des signes danoise	705331
langue des signes tchèque	697493
langue des signes cubaine	697509
langue des signes croate	697567
langue des signes costaricaine	697574
langue des signes colombienne	697556
langue des signes chinoise	697545
Cornouaille	744929
méningite	492121
sel de table	5599
sel alimentaire	5599
sel de cuisine	5599
saler	745335
saler	1076595
diurétique	745427
pustule	745597
absoudre	424928
divorcée	745740
divorcé	745751
fiancé	745771
fiancé	1481275
prononcer un divorce	745711
curare	745813
absorbant	746068
se fiancer	419701
novial	609960
placenta	7694
acclamer	858235
accompagnement	687738
copie	349545
copie	373692
copie	373752
copie	385305
bloc cylindre	356769
bloc moteur	356769
caporal	721514
cabot	721514
équité	478075
équité	478079
impassibilité	478085
accompli	748392
accompli	1094548
selon	1170729
accoster	749279
accoster	977217
caduc	749432
exécrable	693447
habitué	1424060
rouge à lèvres	525589
aviser	752548
avide	983280
âcre	752743
perspicace	889478
adage	753937
potage aux tomates	754098
boucherie	495912
expert	754251
moscovite	1226575
administrer	988745
bachoter	366299
à la dérive	756891
rouge foncé	756941
aduler	757082
tennis de table	757442
Chiens de chasse	757641
kikuyu	759960
conseiller	380388
conseiller	380398
conseiller	380404
esthète	761100
kotava	754966
alphabet cyrillique	633412
vieux norrois	762617
affiliation	470517
affinité	763132
affirmation	763189
de nouveau	1412012
arrière-goût	763748
saxophoniste	764854
agression	436121
agressivité	765492
agiter	357335
agiter	839866
secouer	839866
secouer	1407031
renverser	1405779
wu	550260
milan royal	771995
poste aérienne	772775
aspirateur	773606
gratte-ciel	773665
entr'ouvert	773802
manchot	5897
manchot	1047409
alchimiste	774793
créé par	743873
s'ébouillanter	785684
ébouillanter	785714
échauder	785714
nombre de masse	789542
ethnobotanique	790567
biologie cellulaire	819
astrophysicien	790823
aligner	795939
s'aligner	795946
eukaryota	796039
modérer	796072
opère sur	741504
extraterrestre	790212
extraterrestre	1539401
extra-terrestre	790212
extra-terrestre	1539401
târ	381223
soulagement	798690
manguier	395775
musulman	799106
perle	5829
perle	420209
perle	799152
Coran	799239
Indien	745500
mouvement	450716
divan	428880
sofa	5631
sofa	428880
caisse	754206
daasanach	576619
oro	576679
mando	611482
dama	701202
serein	687483
serein	992570
télomère	799736
agaric	8238
boro	603176
boro parlé	603182
bit parlé	551000
règne	155431
règne	801379
règne	1272510
groupe khao	550988
khao	551024
khao parlé	551030
con parlé	550742
ir	552390
ir parlé	552396
cara	694405
daga	698760
mono	709105
métier d'acteur	753426
huile de noisette	801590
pluie mêlée de neige	488886
pluie neigeuse	488886
distant	442312
altérable	802010
altercation	7805
cinématographique	802140
filmique	802140
aller en voiture	528412
contaminé	687497
se recueillir	8499
contester	455766
réfuter	455766
amadouer	686281
courant électrique	684678
penchant	392007
propension	392007
castagnettes	802527
Québec	802583
Québec	1476492
maladie d'Alzheimer	802769
comprimer	441891
déchiffrer	477093
déchiffrer	477099
décrypter	477093
décrypter	477099
défensine	465594
à bon escient	760464
renvoyer	717115
mettre à la porte	717115
mettre à la porte	1076676
débaucher	717115
congédier	717115
baba	670997
stupéfaction	1025685
stupéfiant	6802
corbeau	803213
ambre	803249
ambiance	803271
ambiance	865477
amen	803742
vis	741510
vis de fixation	741510
amnésie	804291
amniocentèse	804326
esperluette	804433
amphithéâtre	804884
amusant	6676
perluète	804433
esperluète	804433
et commercial	804433
bonobo	802948
réalisateur	770665
metteur en scène	770665
webdesign	485679
partitionner	7267
fractionner	7267
étendue	477515
prorogation	478300
moratoire	478300
anesthésier	805747
ascendance	1085233
ancre	806253
sans nom	806451
angoisse	806849
choc anaphylactique	491495
nulle part	807347
agaçant	807576
ostracisme	807680
ostracisme	807683
anomal	807945
anorexie mentale	823087
guépard	808385
course de traineau	807095
antithèse	809475
charge électrique	767128
anxieux	809913
immunité cellulaire	491222
aorte	810020
apathique	810100
Moskova	754851
excuse	810926
apostrophe	819610
appendice	1448196
réunion	470200
rassemblement	7645
rassemblement	7646
regroupement	7645
regroupement	7646
phosphatase alcaline	491448
PAL	491448
maladie caractéristique du SIDA	491429
marée de morte-eau	758670
marée de quadrature	758670
petite marée	758670
apéritif	811852
plastique renforcé de fibre de verre	798657
PRV	798657
immunité active	491194
immunité acquise	491164
col de l'utérus	491338
cervix	491338
faire une digression	476007
digresser	476007
côlon	681970
herero	720609
otjiherero	720609
ochiherero	720609
applicable	812304
nubile	812697
mariable	812697
jéjunum	812721
tablier	812914
aquarium	812973
aquarium	1343008
défendable	815387
salsifis	816614
salsifis	816619
salsifis	816628
salsifis	963114
scorsonère	816628
scorsonère	963114
scorsonère d'Espagne	963114
salsifis noir	963114
salsifis d'Espagne	963114
caillebotte	816652
pollution lumineuse	817774
guarani	511699
guarani	810249
touvain	763057
pointe de flèche	819424
incendie criminel	819524
rusé	820241
rusé	832406
impair	352254
ascension	821842
traitement antirétroviral	491565
mina	721480
gen	161406
gẽ	161406
gen-gbe	161406
antirétroviral	491557
antifongique	491535
antimycotique	491535
aphte	491583
ulcère aphteux	491583
ulcère buccal	491583
industriel	8511
industrialisé	8512
agammaglobulinémie	491593
aglobulie	491517
anorexie	491529
anorexie	823087
inappétance	491529
asexuel	823491
Âge de la pierre	8244
honteux	823950
karakalpak	394768
symbole chimique	824193
stéatose hépatique	491720
cendrier	824430
prisonnier de guerre	825035
éruption solaire	682706
nébuleuse	682681
divehi	699394
asphalte	825787
antivirus	491577
antiprotozoaire	491551
antinéoplastique	491545
nécrose avasculaire	491652
nécrose hépatique	491659
métabolisme basal	491757
tequila	490269
téquila	490269
cerner	7837
cerner	366437
graphite	826359
veste	161851
baby boom	826748
allotrope	826348
rassembler	827658
rassembler	858405
alcool fort	358484
alias	782225
griffe	828398
griffe	964028
griffe	964031
étoile fixe	5849
tache solaire	682715
démontrable	1044827
affecter	829630
affecter	858199
assimiler	616539
tutu	830249
assister	830463
crwth	830526
crouth	830526
Aigues	830693
Eygues	830693
Aigue	830693
Aygues	830693
Arve	830709
méningite cryptococcale	492154
sarcome de Kaposi	492812
maladie de Kaposi	492812
lymphome de lymphocytes B	492737
hématotoxique	491711
chimiothérapie	491354
chimiothérapie anticancereuse	491354
rectum	682046
cryptosporidie	492199
téléverser	701308
catabolisme	491775
hémolyse	491704
hépatique	491674
hépatite	491735
candidose	492760
hépatomégalie	491745
anabolisme	491766
mycose	492017
fièvre du desert	492782
coccidioïdomycose	492782
fièvre de la vallée	492782
à vos souhaits	154673
en arrière	831707
colonie	692547
colonie	692550
colonie	833614
Bérézina	833804
tahitien	812801
astrologie	834395
guêpier	834518
astronomique	834791
astuce	834913
administrativement	835011
s'administrer	835028
asymétrie	835143
Atlantique	7950
pulvériser	441900
attaché-case	836570
lampe de chevet	836654
nullipare	837335
nullipare	837341
nulligeste	837350
myocarde	5475
myocarde	837137
armurerie	837602
équiper	837676
assister à	837736
prêter attention à	837812
s'occuper de	837893
cancer cervical	492888
cancer du col de l'utérus	492888
se noyer	838127
noyer	838138
aigle	838154
aigre	838324
avorter	838551
gardien	838789
fêlure	381567
lézarde	381567
fente	381567
fente	1172742
craquelure	381567
rupture	482162
rupture	494209
complexe mycobacterium avium	492830
pneumonie interstitielle lymphoïde	492821
pneumonie à pneumocystis jiroveci	492841
PCP	492841
pneumonie à pneumocystis carinii	492841
cohyponyme	375082
obtus	685359
auto-anticorps	491643
autoanticorps	491643
district de Porto	652956
informer	457473
informer	752548
préparer	839207
préparer	839220
préparer	839223
atténuer	839501
atténuer	935917
vêtir	351286
polype	839686
polype	839693
graphique	485507
graphique	685337
chauffeur	161705
chauffeur	161727
chauffeur	839583
ruse	834913
gadget	840288
malaria	2230
indigo	840961
indigo	1340412
indigo	1340415
garer	841087
parquer	841087
passionné	1230034
estime	842168
égard	842332
appréhension	345325
appréhension	842506
kana	842853
audibilité	843096
trottoir	843424
audible	843475
sapin	843491
acropole	843567
en avant	843658
Cérès	843772
proustien	843926
Modeste	843979
immense	468130
immense	972181
exclusif	473898
éventuel	473814
charrue	844804
capacité	5930
capacité	1197797
hareng	845202
traîner	845295
remorquer	383695
remorquer	845295
monte-charge	845399
sulfure de cadmium	707035
auditif	845634
auditif	1169698
contrefaire	1209232
artillerie	845965
artillerie	845972
artillerie	1177673
abbaye	8241
abbaye	8261
acuponcture	718187
admettre	992946
antagoniste	413888
représentant	956388
crochet	461013
crochet	465052
hameçon	461552
piège	523111
piège	464297
paysan	421671
fermier	421671
aider	830463
aïeule	6247
aïeul	5953
aloès	844142
aloès	844151
ambre jaune	803249
atterrir	846608
rugueux	846773
visser	846981
attirant	847015
attirant	847025
attractif	847015
attractif	847025
autisme	847134
autocrate	847174
aviateur	378897
prévenir	854854
safran	1392247
authenticité	341404
assignable	829616
assignable	848189
autoritaire	1069751
morue	848799
navire	3403
navire	849230
ouvrir	513017
ouvert	338189
ouvert	717070
pleine lune	356264
pleine lune	849556
se baigner	850562
se baigner	1295154
barbare	8279
tirer profit	850736
Bible	850751
Bible	850841
thon rouge du Nord	481269
cire	851017
chemisier	851096
billard	851138
yak	851563
balise	836425
balise	851676
bouée	851676
bouée	1088275
autopsie	851872
Alberta	852670
desserrer	475832
défaire	853143
briquet	853311
allumeur	853311
comptable	437099
disponible	687510
disponible	853494
cupidité	518903
cupidité	983186
rapacité	518903
anus	853880
assaut	436121
Atlanta	366863
avidité	983186
antiproton	856504
amphidrome	856820
potamodrome	856855
inondé	1042992
inondé	1480035
court-circuit	856918
océanodrome	856942
série géométrique	857035
série arithmétique	527297
analemme	857267
apparition	841160
crainte	345325
Emma	857681
Mathilde	857691
Bénédicte	857927
Benoîte	857927
faire de l'autostop	858163
grouper	858405
atomique	954626
par mégarde	858665
acabit	858713
africain	951820
tributaire	858899
envie	858999
envie	1244502
caille des blés	8235
caille européenne	8235
trouble déficitaire de l'attention	859880
Anjou	859890
Anjou	859893
alterne	859941
surveiller	860342
communauté	860719
caractéristique	1576619
commentaire	860881
remarque	860881
soulever	828529
britannique	383389
dégénérer	861810
dégénérer	861817
se dégrader	861810
se détériorer	861810
graphe	530181
gilet	861836
hop	861844
Viéville	861848
disque	1182546
disque audionumérique	862432
disque compact	862432
économétrie	862563
anticoagulant	863706
anticoagulant	1287869
Grec	863891
mousson	865305
grand magasin	865104
Jésus Christ	865941
Jésus de Nazareth	865941
Christ	865941
jurer	866146
jurer	1389487
Galicien	866582
gothique	867007
montgolfière	867095
aérostat	867095
gout	420792
gout	1227160
goût	420792
goût	1227160
et caetera	867340
charbonnage	1132533
bannir	1034620
distance	867698
sportif	7504
sportif	867744
sportif	1360315
maison de vacances	867798
appartement de vacances	867812
Trente	660529
faute	5651
faute	1280872
faute	1575397
formule	879560
lisible	868286
catholique	868546
catholique	1204016
catholique	1204019
chanteur	868567
chanteur	1148600
champion	868581
Tibet	868597
cinéma	868653
cubain	604071
Chilien	1148536
critique	869136
critique	869196
critique	1024243
corporation	869213
billet de banque	869409
antinomie	392908
club	869213
missive	6590
girouette	869698
girouette	870112
nudité	1276656
routage	870175
acheminement	870175
dorade royale	381359
commission	756764
ingrédient	479058
ingrédient	1043333
dessin animé	871159
contacter	871244
comédie	871265
complètement	1143733
canyon	871313
colonne	7804
colonne	1407751
colonne	1476867
description	871487
digital	871861
numérique	871865
discographique	871922
reste	871940
DVD	871967
discographie	872019
équatorien	604113
égyptien	561081
individuel	872465
koweïtien	872870
Koweïtien	872873
vinaigrer	873032
poivrer	873039
dessin	873528
dessin	873531
maillot de bain	7939
îles Éoliennes	873816
îles Lipari	873816
vêtement	873939
dix mille	462623
tuyau d'évacuation	725206
Thibaut	874088
Thibeault	874088
Thibault	874088
Thibaud	874088
Théodebald	874088
Dagobert	874110
chimique	874323
amant	874445
Sichuan	875099
Sétchouan	875099
uruguayen	604143
uruguayen	875305
Uruguayen	869641
feuille de laurier	875393
levain	1129660
sans graisse	875863
quatre-vingt-dix-neuf	160411
scie	876531
tsunami	3367
de travers	857957
de travers	1115076
croustillon	416285
beignet rapide	416285
püpperchen	416285
race	805603
variété	358669
variété	685552
variété	685555
variété	685559
variété	685562
variété	685569
échelle de corde	718891
aide-soignant	5561
aide-soignant	479578
aide soignant	5561
Moskowa	754851
oblast de Moscou	810700
rame	415581
rame	877463
rame	1478129
gastralgie	878001
deux cents	878234
Bormes-les-Mimosas	878251
nourrisson	4190
production	948354
romarin	879338
fin de la guerre	879704
touristique	880008
impayable	880129
hors de prix	880129
inabordable	880129
prohibitif	880129
hêtre	880926
boeuf	881830
biftèque	397151
abordable	882149
couvre-lit	880788
couvre-lit	1015031
voile noir	6838
guitare basse	866857
rédacteur	477253
sundanais	6688
soundanais	6688
colombien	604107
costaud	882274
trente-sept	7061
trente-huit	7062
trente-neuf	7063
familial	882878
engrosser	883276
Jeux Olympiques	757381
excursion	883660
